"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Big Bend","336	","Nevada","SNOTEL","Elko","6898","41.76168","-115.6931","170501040104	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","19",,,"112","119","90","61","58","3","57","10","12",,,,"17","16","2","33","2012","2004","22"
"Big Creek Sum","337	","Nevada","SNOTEL","Lander","8685","39.29148","-117.11506","160401070303	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","24",,,"96","104","89","37","36","1","65","7","10",,,,"25","23","3","53","2012","2011","18"
"Big Creek Summit","338	","Idaho","SNOTEL","Valley","6560","44.62621","-115.79561","170602080402	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","59",,,"118","113","94","63","63","7","76","6","17",,,,"50","52","29","78","2012","2004","22"
"Big Flat","339	","Utah","SNOTEL","Beaver","10349","38.30183","-112.35672","160300070202	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","63",,,"175","191","89","85","88","30","96","2","25","2nd Highest",,,"36","33","3","77","2018","2011","26"
"Big Goose","931	","Wyoming","SNOTEL","Sheridan","7990","44.57924","-107.20068","100901010103	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","11",,,"65","69","92","24","26","-5","0","24","1","Lowest",,,"17","16","11","26","2022","2012","24"
"Big Meadow","340	","Nevada","SNOTEL","Washoe","8235","39.455","-119.9422","160501020505	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","60",,,"214","250","80","85","91","36","100","1","16","Highest",,,"28","24","2","60","2012","2022","16"
"Big Red Mountain","341	","Oregon","SNOTEL","Jackson","6050","42.05257","-122.85487","171003090301	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","50",,,"135","132","96","66","64","12","57","10","13",,,,"37","38","2","65","2014","2003","22"
"Big Sandy Opening","342	","Wyoming","SNOTEL","Sublette","9080","42.6458","-109.25965","140401040101	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","25",,,"83","93","78","45","46","-2","35","14","7",,,,"30","27","18","47","2021","2004","21"
"Big Sheep AM","1229	","Oregon","SNOLITE","Wallowa","6240","45.16842","-117.08631","170601020301	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","43",,,"148","148","93","67","68","14","89","2","9","2nd Highest",,,"29","29","13","45","2018","2016","10"
"Bigelow Camp","343	","Oregon","SNOTEL","Josephine","5130","42.07875","-123.34393","171003090105	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","56",,,"267","400","100","104","98","42","100","1","18","Highest",,,"21","14","0","56","2012, 2014, 2018","2022","18"
